id,user_id,deck_id,type,front,back,hint,tags,is_pinned,is_archived,linked_card_ids,prerequisite_card_ids,order,created_at,updated_at
379a9711-3140-452d-a1ce-9d858d7088bf,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,e7adc0c0-4bfb-46db-ac01-27b6bf9ffe93,basic,Dominant vs recessive seed shape in Mendel's peas?,Round dominant,,[],false,false,[],[],6,2026-07-07 06:10:44.321+00,2026-07-07 06:10:44.321+00
fc939c2b-af51-4de5-b047-035ef937e3ed,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,e7adc0c0-4bfb-46db-ac01-27b6bf9ffe93,basic,Effect of openly packaged DNA on gene expression?,Genes are active and translated into protein,,[],false,false,[],[],49,2026-07-07 06:10:44.321+00,2026-07-07 06:10:44.321+00
e84f8f10-3a1d-4112-a3c5-43923599fad9,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,e7adc0c0-4bfb-46db-ac01-27b6bf9ffe93,basic,Effect of tightly packaged DNA on gene expression?,Genes are silenced,,[],false,false,[],[],48,2026-07-07 06:10:44.321+00,2026-07-07 06:10:44.321+00
ae92644e-6c63-436e-9784-999d7d8a3c24,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,99d6888b-cfee-4164-8d82-7ffec9d21c46,basic,"Even if a point mutation changes the amino acid sequence, why might the protein's function be unaffected?",The mutation may be neutral and not disrupt the protein's function.,,[],false,false,[],[],20,2026-07-13 16:17:39.742+00,2026-07-13 16:17:39.742+00
dd74651b-d7e4-40de-8781-48dc90b9db98,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,dfcc751d-6f9c-4265-adea-42f7e95b457a,basic,Explain why the high specific heat capacity and high latent heat of vaporisation of water make it important for regulating the temperature of oceans and living organisms.,Both properties result from water's strong hydrogen bonding which allows water to absorb or release large amounts of heat energy with only small changes in temperature keeping environments and organisms thermally stable.,,[],false,false,[],[],48,2026-07-13 16:41:28.963+00,2026-07-13 16:41:28.963+00
be580cb8-26a8-4f4c-a86b-bf2c3457e2d4,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,e7adc0c0-4bfb-46db-ac01-27b6bf9ffe93,basic,Explain why two organisms with identical DNA sequences can have different phenotypes.,Differential epigenetic silencing (e.g. methylation) changes gene expression without changing the DNA sequence,,[],false,false,[],[],54,2026-07-07 06:10:44.321+00,2026-07-07 06:10:44.321+00
fad6387f-383f-4ff9-a5be-dd70beb2ab66,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,dfcc751d-6f9c-4265-adea-42f7e95b457a,basic,Explain why water has anomalously high melting and boiling points compared to other Group 16 hydrides.,Water molecules are held together by strong hydrogen bonds rather than the much weaker dispersion forces present in the other hydrides so more energy is required to separate the molecules.,,[],false,false,[],[],47,2026-07-13 16:41:28.963+00,2026-07-13 16:41:28.963+00
ddf5339b-b245-4cdb-83a1-8b00e96b1d69,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,99d6888b-cfee-4164-8d82-7ffec9d21c46,basic,Give three examples of diseases caused by harmful gene mutations.,"Sickle-cell disease, cystic fibrosis, and thalassemia.",,[],false,false,[],[],8,2026-07-13 16:17:39.742+00,2026-07-13 16:17:39.742+00
24af4802-ac27-4470-be83-e1456d6afdfb,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,5c703bdb-7cb7-424c-9746-9c659997b959,basic,Give three types of post-translational modification.,"Folding, stability changes, and the addition of markers.",,[],false,false,[],[],41,2026-07-13 16:15:35.957+00,2026-07-13 16:15:35.957+00
a46be20f-216e-43f5-be3b-0e20b06e2662,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,0baae41f-7ed7-48c8-ac0d-8a5e187171c5,basic,How did Mao's view of revolution diverge from Marxist orthodoxy?,"Mao believed in the revolutionary potential of the peasantry, not the urban proletariat",,[],false,false,[],[],10,2026-07-02 15:04:27.133+00,2026-07-02 15:04:27.133+00
55c1a325-20a5-4855-a558-75b11858caee,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,0baae41f-7ed7-48c8-ac0d-8a5e187171c5,basic,How did Stalin's actual involvement compare to what China anticipated?,Stalin refused to get directly involved; China had anticipated far more support than it received,,[],false,false,[],[],43,2026-07-02 15:04:27.133+00,2026-07-02 15:04:27.133+00
48bdf042-3c41-49bb-a937-1ff123db9e12,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,0baae41f-7ed7-48c8-ac0d-8a5e187171c5,basic,How did the Antis Campaigns illustrate the CCP's approach to internal dissent in the early 1950s?,"They used mass mobilisation, public denunciation, and fear (spying, forced confessions, suicides) to eliminate corruption and 'unrevolutionary' elements",,[],false,false,[],[],73,2026-07-02 15:04:27.133+00,2026-07-02 15:04:27.133+00
34b31288-5c6c-414f-b652-3b3b8e11aec2,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,0baae41f-7ed7-48c8-ac0d-8a5e187171c5,basic,How did the Korean War affect domestic morale in China?,"It boosted morale, being framed as the first time in a century China was not defeated by a foreign power",,[],false,false,[],[],51,2026-07-02 15:04:27.133+00,2026-07-02 15:04:27.133+00
546ecc1e-6d84-4850-aae1-c6e6f9b0cbed,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,0baae41f-7ed7-48c8-ac0d-8a5e187171c5,basic,How did the Korean War influence the timing and intensity of the Antis Campaigns?,"The war heightened anti-Western/anti-capitalist sentiment, providing political justification for cracking down on 'unrevolutionary' elements at home",,[],false,false,[],[],68,2026-07-02 15:04:27.133+00,2026-07-02 15:04:27.133+00
2ee8b693-14c0-43ce-b5b7-685f96dc37ba,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,0baae41f-7ed7-48c8-ac0d-8a5e187171c5,basic,How did the Speak Bitterness sessions function as a tool of both social reform and political control?,They redistributed land and status to peasants while eliminating landlords as a class opposed to CCP rule,,[],false,false,[],[],66,2026-07-02 15:04:27.133+00,2026-07-02 15:04:27.133+00
70fc1f1a-2130-4320-9ea5-7eb91fb22125,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,0baae41f-7ed7-48c8-ac0d-8a5e187171c5,basic,How did underestimating American military strength affect China's entry into the Korean War?,"China anticipated a shorter, less costly conflict, but casualties (900,000) far exceeded expectations",,[],false,false,[],[],69,2026-07-02 15:04:27.133+00,2026-07-02 15:04:27.133+00
14a524c1-9fe8-4c57-bb27-04d52dd7d883,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,dfcc751d-6f9c-4265-adea-42f7e95b457a,basic,How do the melting and boiling points of water compare to the other Group 16 hydrides?,Water has significantly higher melting and boiling points than the other Group 16 hydrides.,,[],false,false,[],[],20,2026-07-13 16:41:28.963+00,2026-07-13 16:41:28.963+00
eb632929-29ae-4ff5-ba45-469a683e49c9,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,e7adc0c0-4bfb-46db-ac01-27b6bf9ffe93,basic,How does a CFTR mutation affect the body?,Chloride ions aren't transported properly,,[],false,false,[],[],28,2026-07-07 06:10:44.321+00,2026-07-07 06:10:44.321+00
6c18895a-31ca-4cab-aae2-0f9a11bb64fa,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,99d6888b-cfee-4164-8d82-7ffec9d21c46,basic,How does a harmful mutation typically cause disease at the protein level?,It alters the protein produced from the DNA so that it no longer functions properly or at all.,,[],false,false,[],[],9,2026-07-13 16:17:39.742+00,2026-07-13 16:17:39.742+00
4bd68bf9-dca6-4923-86d0-3de0b9cfab76,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,99d6888b-cfee-4164-8d82-7ffec9d21c46,basic,How does a partial reading frame shift differ from a full insertion frame shift in its effect on the protein?,"Only the amino acids between the insertion and deletion points change, so the protein may retain some biological activity, unlike a full frameshift.",,[],false,false,[],[],30,2026-07-13 16:17:39.742+00,2026-07-13 16:17:39.742+00
b4bb3898-0592-4856-9f22-558d7759a1d3,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,dfcc751d-6f9c-4265-adea-42f7e95b457a,basic,How does hydrogen bonding affect water's melting and boiling points?,It gives water a relatively high melting and boiling point compared to similarly sized molecules.,,[],false,false,[],[],19,2026-07-13 16:41:28.963+00,2026-07-13 16:41:28.963+00
03547185-2c93-4f75-8060-187094970a64,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,e7adc0c0-4bfb-46db-ac01-27b6bf9ffe93,basic,How does methyl group number relate to gene activity?,Active genes have fewer methyl groups than inactive genes,,[],false,false,[],[],51,2026-07-07 06:10:44.321+00,2026-07-07 06:10:44.321+00
62304687-e0e1-46c4-b845-b5192c47baa5,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,dfcc751d-6f9c-4265-adea-42f7e95b457a,basic,How does sweating cool the human body?,As sweat evaporates it absorbs a large amount of heat energy from the skin due to water's high latent heat of vaporisation.,,[],false,false,[],[],44,2026-07-13 16:41:28.963+00,2026-07-13 16:41:28.963+00
b07ada01-988e-42b7-973d-9a5d23c72444,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,0baae41f-7ed7-48c8-ac0d-8a5e187171c5,basic,How does the Three Antis Campaign relate to the Five Antis Campaign?,The Three Antis targeted corruption within the CCP first; the Five Antis then extended similar scrutiny to private industrialists and business owners,,[],false,false,[],[],67,2026-07-02 15:04:27.133+00,2026-07-02 15:04:27.133+00
5f709028-3a89-463d-a9a5-077fc9d6fb84,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,dfcc751d-6f9c-4265-adea-42f7e95b457a,basic,How does water's specific heat capacity compare to other common substances such as metals?,Water's specific heat capacity is much higher than that of metals like copper iron and lead.,,[],false,false,[],[],28,2026-07-13 16:41:28.963+00,2026-07-13 16:41:28.963+00
7762e5d6-597e-4f4c-9b66-de59b83dded3,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,e7adc0c0-4bfb-46db-ac01-27b6bf9ffe93,basic,How is a dominant allele written in genetic notation?,Capital letter,,[],false,false,[],[],18,2026-07-07 06:10:44.321+00,2026-07-07 06:10:44.321+00
d7e5d107-9e95-4701-8f19-04a448f4e32e,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,e7adc0c0-4bfb-46db-ac01-27b6bf9ffe93,basic,How is a recessive allele written in genetic notation?,Lower case letter,,[],false,false,[],[],19,2026-07-07 06:10:44.321+00,2026-07-07 06:10:44.321+00
7d5214aa-0593-414a-a755-aca523628b48,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,e7adc0c0-4bfb-46db-ac01-27b6bf9ffe93,basic,How is an X-linked allele written in genetic notation?,As a superscript on the X (e.g. X^B),,[],false,false,[],[],24,2026-07-07 06:10:44.321+00,2026-07-07 06:10:44.321+00
06349acc-6c99-4628-87e5-7bd1ec5c5d30,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,e7adc0c0-4bfb-46db-ac01-27b6bf9ffe93,basic,How many alleles are present for each of Mendel's traits (with one exception)?,Two — one dominant,,[],false,false,[],[],10,2026-07-07 06:10:44.321+00,2026-07-07 06:10:44.321+00
